time,open,high,low,close,Volume
2024-05-15T13:30:00Z,18509.5,18532,18491.5,18501,48031
2024-05-15T13:45:00Z,18501,18510.25,18446.75,18483,39750
2024-05-15T14:00:00Z,18483.25,18524.75,18482,18513.75,28011
2024-05-15T14:15:00Z,18514.25,18542.5,18507.25,18531,23084
2024-05-15T14:30:00Z,18531.25,18567.75,18527.5,18564.75,21832
2024-05-15T14:45:00Z,18564.5,18572.5,18558.5,18571.5,14811
2024-05-15T15:00:00Z,18571.75,18597.5,18570,18595.25,21106
2024-05-15T15:15:00Z,18595.5,18602,18582,18595.75,14957
2024-05-15T15:30:00Z,18595.25,18603.5,18587,18596.5,11834
2024-05-15T15:45:00Z,18596.25,18605,18588,18593.75,9205
2024-05-15T16:00:00Z,18594.25,18604,18577.25,18596.25,11343
2024-05-15T16:15:00Z,18596,18613.5,18589.5,18612.25,9337
2024-05-15T16:30:00Z,18612.25,18623.25,18609.25,18610.5,9081
2024-05-15T16:45:00Z,18610.25,18632,18608.75,18630,9541
2024-05-15T17:00:00Z,18630.25,18649.75,18629.25,18648.75,13336
2024-05-15T17:15:00Z,18648.75,18655.75,18635,18655.5,15203
2024-05-15T17:30:00Z,18655.75,18669,18649.25,18666.75,11964
2024-05-15T17:45:00Z,18666.75,18683.75,18655.25,18682,12328
2024-05-15T18:00:00Z,18682,18702,18675.75,18700.5,15117
2024-05-15T18:15:00Z,18700.5,18702,18677.75,18685.75,15242
2024-05-15T18:30:00Z,18685.75,18692.75,18671.75,18680.75,13436
2024-05-15T18:45:00Z,18680.5,18690.5,18671.5,18685.25,11373
2024-05-15T19:00:00Z,18685.25,18691.75,18676.25,18682.75,10268
2024-05-15T19:15:00Z,18682.5,18707,18680.25,18694.5,14442
2024-05-15T19:30:00Z,18694.25,18699,18684.25,18688.5,12219
2024-05-15T19:45:00Z,18688.75,18701,18675.5,18692.75,31782
2024-05-15T20:00:00Z,18693,18693.75,18665.75,18682.5,15510
2024-05-15T20:15:00Z,18682.25,18685.25,18676.5,18684.75,1653
2024-05-15T20:30:00Z,18684.5,18695.75,18683.5,18691.5,1641
2024-05-15T20:45:00Z,18691.25,18695,18682,18694.5,1460
2024-05-15T22:00:00Z,18693.25,18701.5,18687.5,18698,1200
2024-05-15T22:15:00Z,18698,18703,18697,18699.5,530
2024-05-15T22:30:00Z,18700,18704.5,18699,18701.5,699
2024-05-15T22:45:00Z,18702,18713.75,18698,18703,1318
2024-05-15T23:00:00Z,18702.25,18713.25,18701.75,18710.75,1103
2024-05-15T23:15:00Z,18711,18727.75,18710.75,18718,2102
2024-05-15T23:30:00Z,18717.75,18726.75,18717,18722.75,1003
2024-05-15T23:45:00Z,18722.5,18724.5,18720,18721,773
2024-05-16T00:00:00Z,18721.25,18735.25,18721.25,18727.5,1818
2024-05-16T00:15:00Z,18727.5,18730.75,18723,18723.5,964
2024-05-16T00:30:00Z,18723.5,18726,18717,18720.5,1002
2024-05-16T00:45:00Z,18720.25,18728.25,18718.75,18727.5,748
2024-05-16T01:00:00Z,18727.5,18728.5,18720.75,18723.75,813
2024-05-16T01:15:00Z,18724.5,18730.5,18721.25,18730,856
2024-05-16T01:30:00Z,18730.25,18730.25,18723,18725.5,711
2024-05-16T01:45:00Z,18725.25,18727,18717.75,18723,926
2024-05-16T02:00:00Z,18723.25,18724,18718,18721,578
2024-05-16T02:15:00Z,18720.25,18725.5,18713,18724.5,946
2024-05-16T02:30:00Z,18724.5,18728,18723.25,18725,513
2024-05-16T02:45:00Z,18724.75,18729.5,18724,18729.5,442
2024-05-16T03:00:00Z,18729.5,18733.25,18727.5,18729,753
2024-05-16T03:15:00Z,18729.25,18733.5,18728.5,18731,545
2024-05-16T03:30:00Z,18731,18738.75,18731,18734,1260
2024-05-16T03:45:00Z,18733.75,18734.5,18730.5,18732.5,570
2024-05-16T04:00:00Z,18732.75,18732.75,18727,18728.5,457
2024-05-16T04:15:00Z,18728.75,18730.25,18727,18728.5,461
2024-05-16T04:30:00Z,18728.75,18728.75,18724.5,18725.25,413
2024-05-16T04:45:00Z,18725,18727.5,18724,18724.5,389
2024-05-16T05:00:00Z,18724.75,18725.5,18719,18719,868
2024-05-16T05:15:00Z,18719.75,18729,18719.5,18727.75,690
2024-05-16T05:30:00Z,18727.75,18734,18724.75,18727.75,1332
2024-05-16T05:45:00Z,18728,18730,18722.75,18723.5,760
2024-05-16T06:00:00Z,18723.25,18724.25,18706,18713.5,1967
2024-05-16T06:15:00Z,18714,18717.25,18712.25,18717,685
2024-05-16T06:30:00Z,18716.25,18723,18712,18721.25,1020
2024-05-16T06:45:00Z,18721,18721.5,18714.25,18715,844
2024-05-16T07:00:00Z,18716,18725,18711,18717.5,1690
2024-05-16T07:15:00Z,18717.75,18731.75,18717.25,18728.75,1695
2024-05-16T07:30:00Z,18728.75,18730.5,18720.75,18725.25,1148
2024-05-16T07:45:00Z,18725.75,18728.5,18718.75,18726,1230
2024-05-16T08:00:00Z,18726.5,18729,18710.25,18715.5,1787
2024-05-16T08:15:00Z,18715.75,18719.75,18709.25,18716.5,1308
2024-05-16T08:30:00Z,18716.75,18727.25,18714,18721.25,1282
2024-05-16T08:45:00Z,18721.75,18726.25,18719,18720,645
2024-05-16T09:00:00Z,18720.25,18725.5,18718.5,18722.5,1119
2024-05-16T09:15:00Z,18723,18727.75,18720.25,18721,792
2024-05-16T09:30:00Z,18721.25,18724.5,18716.5,18723.25,905
2024-05-16T09:45:00Z,18723,18730,18719.75,18720.75,1052
2024-05-16T10:00:00Z,18721.5,18725.75,18717.25,18719,1150
2024-05-16T10:15:00Z,18718.5,18721.25,18715.5,18715.75,1220
2024-05-16T10:30:00Z,18716,18722.5,18714.75,18722,1047
2024-05-16T10:45:00Z,18721.5,18724.75,18718,18719.25,988
2024-05-16T11:00:00Z,18719.5,18725.5,18715.25,18719.25,1628
2024-05-16T11:15:00Z,18718.75,18724.25,18713.25,18724,1438
2024-05-16T11:30:00Z,18723.25,18725,18712.25,18716,1750
2024-05-16T11:45:00Z,18716.25,18720.75,18714.75,18715,1355
2024-05-16T12:00:00Z,18714.5,18715.25,18707.5,18710.75,2228
2024-05-16T12:15:00Z,18710.75,18723,18708.25,18716.25,2414
2024-05-16T12:30:00Z,18716.25,18735,18693.75,18705.5,10019
2024-05-16T12:45:00Z,18705.25,18706.25,18686.5,18694.75,5958
2024-05-16T13:00:00Z,18695,18695.75,18682.5,18685,5130
2024-05-16T13:15:00Z,18685,18690.25,18678.25,18678.75,5321
2024-05-16T13:30:00Z,18678.75,18700,18672,18691,38411
2024-05-16T13:45:00Z,18690.75,18716.5,18690.25,18708.75,24486
2024-05-16T14:00:00Z,18709,18712,18673.75,18698,27437
2024-05-16T14:15:00Z,18698.25,18723,18695.5,18716.5,18128
2024-05-16T14:30:00Z,18716.5,18727,18709.5,18725,13360
2024-05-16T14:45:00Z,18724.75,18749.75,18722.25,18748,16527
2024-05-16T15:00:00Z,18748,18760.75,18734.25,18738.25,18545
2024-05-16T15:15:00Z,18738,18745.75,18723.75,18745,15730
2024-05-16T15:30:00Z,18745,18755.5,18726.75,18741.75,15054
2024-05-16T15:45:00Z,18741.5,18746,18734.5,18740.75,8656
2024-05-16T16:00:00Z,18740.5,18740.5,18710.25,18732.75,15841
2024-05-16T16:15:00Z,18732.75,18733.25,18712,18724.75,9927
2024-05-16T16:30:00Z,18724.25,18726.75,18707,18725.75,11561
2024-05-16T16:45:00Z,18726.25,18735,18721.75,18733.5,8399
2024-05-16T17:00:00Z,18733.75,18737.5,18719,18736.25,8885
2024-05-16T17:15:00Z,18736.25,18741,18670.75,18689,32409
2024-05-16T17:30:00Z,18688.75,18706.5,18687.5,18700,14011
2024-05-16T17:45:00Z,18700.25,18713.5,18679.5,18710,15979
2024-05-16T18:00:00Z,18710.25,18711,18664,18666.75,15743
2024-05-16T18:15:00Z,18666.5,18690.75,18661,18675.5,16630
2024-05-16T18:30:00Z,18675.75,18700.75,18675.5,18695.75,10925
2024-05-16T18:45:00Z,18695.75,18700,18684.25,18695.25,12095
2024-05-16T19:00:00Z,18695.5,18703.5,18687.25,18692.5,10755
2024-05-16T19:15:00Z,18692.25,18699.5,18686.25,18689.75,9634
2024-05-16T19:30:00Z,18689.5,18691.75,18652.5,18656.75,17974
2024-05-16T19:45:00Z,18657,18688.5,18643.75,18651,31255
2024-05-16T20:00:00Z,18651,18655.5,18635.5,18640.5,11528
2024-05-16T20:15:00Z,18640.75,18644.25,18636.5,18638.5,1528
2024-05-16T20:30:00Z,18638.75,18643,18633.25,18642.25,1231
2024-05-16T20:45:00Z,18642,18643.75,18635,18638.25,1063
2024-05-16T22:00:00Z,18642,18655,18638.5,18644.5,1268
2024-05-16T22:15:00Z,18644.75,18653.5,18644.5,18649.75,769
2024-05-16T22:30:00Z,18650.5,18652,18642,18650.75,589
2024-05-16T22:45:00Z,18650.5,18657.75,18649.5,18651.25,758
2024-05-16T23:00:00Z,18651.25,18653,18645.25,18651.25,794
2024-05-16T23:15:00Z,18651.5,18652.75,18648.75,18650.5,548
2024-05-16T23:30:00Z,18650.75,18656.75,18650.25,18652.5,638
2024-05-16T23:45:00Z,18652.5,18654.25,18647.5,18651,611
2024-05-17T00:00:00Z,18651.25,18655.5,18649,18649.5,755
2024-05-17T00:15:00Z,18650,18653,18645.25,18650.25,513
2024-05-17T00:30:00Z,18650.25,18653,18647.75,18652,363
2024-05-17T00:45:00Z,18652.25,18656.75,18650.5,18654.5,441
2024-05-17T01:00:00Z,18654.75,18660.75,18654,18657.5,766
2024-05-17T01:15:00Z,18657.25,18662.25,18655.75,18660.5,583
2024-05-17T01:30:00Z,18660.75,18666,18660.75,18664,846
2024-05-17T01:45:00Z,18664.75,18667,18662.5,18664.25,686
2024-05-17T02:00:00Z,18664.25,18665.75,18657.5,18657.75,649
2024-05-17T02:15:00Z,18658.75,18660.25,18654.75,18656.25,434
2024-05-17T02:30:00Z,18656.5,18657.25,18653,18656,479
2024-05-17T02:45:00Z,18655.75,18656.25,18645.25,18651,1465
2024-05-17T03:00:00Z,18651,18651.75,18644.5,18646,890
2024-05-17T03:15:00Z,18646.25,18651,18645.5,18650.5,402
2024-05-17T03:30:00Z,18650.5,18652,18648,18650.25,267
2024-05-17T03:45:00Z,18650.5,18652,18649,18650,307
2024-05-17T04:00:00Z,18650.75,18651.25,18646.5,18649.75,356
2024-05-17T04:15:00Z,18649.5,18654.75,18649,18653.75,329
2024-05-17T04:30:00Z,18654,18658.75,18654,18658.25,486
2024-05-17T04:45:00Z,18657.75,18659.75,18656,18658.75,302
2024-05-17T05:00:00Z,18658.5,18664.5,18657,18663.75,668
2024-05-17T05:15:00Z,18663.5,18664,18654,18654.5,582
2024-05-17T05:30:00Z,18654.75,18661.5,18654.5,18661.25,582
2024-05-17T05:45:00Z,18661,18665,18658.75,18663.25,593
2024-05-17T06:00:00Z,18663.75,18674.5,18662.5,18666,1498
2024-05-17T06:15:00Z,18666,18670.5,18664.5,18667.75,747
2024-05-17T06:30:00Z,18667.75,18673,18662.5,18664.5,929
2024-05-17T06:45:00Z,18664.25,18666,18657.25,18657.75,831
2024-05-17T07:00:00Z,18658,18663.5,18650.75,18656,1710
2024-05-17T07:15:00Z,18655.75,18659.25,18649.25,18656,1328
2024-05-17T07:30:00Z,18655.75,18658.25,18645.5,18658,1439
2024-05-17T07:45:00Z,18657.75,18658.75,18643.75,18647.5,1430
2024-05-17T08:00:00Z,18647.25,18648.75,18626.25,18627,3193
2024-05-17T08:15:00Z,18627,18630.25,18617,18623.25,2805
2024-05-17T08:30:00Z,18623.75,18630.25,18618.5,18630.25,1622
2024-05-17T08:45:00Z,18630.25,18636.75,18626.75,18635,1016
2024-05-17T09:00:00Z,18635,18652.25,18634.75,18645.75,1921
2024-05-17T09:15:00Z,18645.5,18652.5,18636.75,18652,1588
2024-05-17T09:30:00Z,18651.5,18653.75,18646.25,18650.25,1046
2024-05-17T09:45:00Z,18649.75,18660,18649.25,18654.5,1823
2024-05-17T10:00:00Z,18654.5,18659.5,18646.5,18650.5,1383
2024-05-17T10:15:00Z,18650,18663,18647,18661.25,1272
2024-05-17T10:30:00Z,18660.75,18663.25,18652.75,18659,1045
2024-05-17T10:45:00Z,18658.5,18667,18655.5,18666.75,1261
2024-05-17T11:00:00Z,18667,18670.5,18655,18655.25,1835
2024-05-17T11:15:00Z,18655.25,18669,18655.25,18668.75,1260
2024-05-17T11:30:00Z,18668.75,18677.25,18663.5,18673.5,2126
2024-05-17T11:45:00Z,18672.75,18675,18665,18668.75,1426
2024-05-17T12:00:00Z,18669,18676.75,18665,18669.5,2119
2024-05-17T12:15:00Z,18669.5,18681.5,18663,18674.75,2380
2024-05-17T12:30:00Z,18675,18683,18674,18682.5,2582
2024-05-17T12:45:00Z,18682,18686.75,18675.75,18684.25,2507
2024-05-17T13:00:00Z,18684.75,18685.25,18671.25,18677,3111
2024-05-17T13:15:00Z,18677,18677.25,18651.25,18651.25,9250
2024-05-17T13:30:00Z,18651.25,18667.5,18639,18645.5,41422
2024-05-17T13:45:00Z,18645.75,18650.5,18620.5,18638.5,25468
2024-05-17T14:00:00Z,18638.5,18653.75,18622,18636.5,22744
2024-05-17T14:15:00Z,18637,18664.75,18628.5,18664.5,17132
2024-05-17T14:30:00Z,18664.75,18675.75,18657.25,18670.75,17621
2024-05-17T14:45:00Z,18670.75,18677,18660.75,18665.25,11590
2024-05-17T15:00:00Z,18665,18666,18628,18654,20420
2024-05-17T15:15:00Z,18654,18658,18642.25,18654.75,10530
2024-05-17T15:30:00Z,18654.75,18654.75,18628.75,18631.5,12297
2024-05-17T15:45:00Z,18631.25,18655.75,18621.5,18654,14889
2024-05-17T16:00:00Z,18653.75,18661,18637.25,18642.25,11495
2024-05-17T16:15:00Z,18641.75,18648.75,18632.5,18640.25,7838
2024-05-17T16:30:00Z,18640.5,18645.25,18621,18624.25,10109
2024-05-17T16:45:00Z,18624,18642,18607.75,18640.5,13237
2024-05-17T17:00:00Z,18640.75,18640.75,18628.5,18633,7662
2024-05-17T17:15:00Z,18633,18634.75,18613.25,18623,10004
2024-05-17T17:30:00Z,18623,18630.5,18609.25,18627,8940
2024-05-17T17:45:00Z,18627,18628,18612.75,18615.25,5904
2024-05-17T18:00:00Z,18615.5,18617,18565,18570.25,19584
2024-05-17T18:15:00Z,18570,18583,18545,18571.25,20539
2024-05-17T18:30:00Z,18571,18587,18569,18577.25,9888
2024-05-17T18:45:00Z,18577,18622.5,18575,18617.25,14539
2024-05-17T19:00:00Z,18617.75,18626.75,18608.75,18624.25,11123
2024-05-17T19:15:00Z,18624,18641.25,18621.75,18630,12588
2024-05-17T19:30:00Z,18630.25,18635.25,18623,18628.25,10750
2024-05-17T19:45:00Z,18628.25,18643,18617,18638.5,24035
2024-05-17T20:00:00Z,18638.25,18639.75,18620.75,18624.5,8696
2024-05-17T20:15:00Z,18624.5,18634,18623.5,18631,1259
2024-05-17T20:30:00Z,18631.5,18633.5,18629.75,18632.75,875
2024-05-17T20:45:00Z,18632.5,18635.5,18631,18633.75,905
2024-05-19T22:00:00Z,18633.5,18655.5,18633,18654.75,1450
2024-05-19T22:15:00Z,18654.5,18658.25,18653.5,18655.75,667
2024-05-19T22:30:00Z,18655.75,18656.5,18650.5,18655.25,616
2024-05-19T22:45:00Z,18655,18655.75,18651,18654,262
2024-05-19T23:00:00Z,18654.25,18660,18653,18657.75,467
2024-05-19T23:15:00Z,18657.5,18663.5,18655.25,18663.25,567
2024-05-19T23:30:00Z,18662.75,18666.75,18662,18665,435
2024-05-19T23:45:00Z,18665.5,18671.25,18663.75,18666.75,709
2024-05-20T00:00:00Z,18667.75,18669.25,18658.5,18664,988
2024-05-20T00:15:00Z,18664,18669.5,18660.5,18668,727
2024-05-20T00:30:00Z,18668.5,18672.75,18665.25,18671.25,645
2024-05-20T00:45:00Z,18671,18671.75,18665.75,18666.5,537
2024-05-20T01:00:00Z,18665.75,18666.75,18663.25,18666.5,612
2024-05-20T01:15:00Z,18666.25,18671.25,18660.25,18664.75,996
2024-05-20T01:30:00Z,18664,18667.25,18661.25,18666.5,657
2024-05-20T01:45:00Z,18666.25,18668.5,18663.25,18665.75,417
2024-05-20T02:00:00Z,18664.75,18666.5,18659,18663.5,614
2024-05-20T02:15:00Z,18663.75,18667.25,18663,18667.25,377
2024-05-20T02:30:00Z,18667,18675.5,18666,18673.5,751
2024-05-20T02:45:00Z,18673.25,18676.5,18671.75,18674.25,802
2024-05-20T03:00:00Z,18674.25,18676.75,18671.5,18674.5,550
2024-05-20T03:15:00Z,18674.25,18679.25,18674,18676,664
2024-05-20T03:30:00Z,18675.25,18676,18670.75,18672.75,516
2024-05-20T03:45:00Z,18672,18672.75,18668.75,18669.75,483
2024-05-20T04:00:00Z,18669.75,18674.25,18668.75,18670.25,421
2024-05-20T04:15:00Z,18670,18673,18669.5,18672,317
2024-05-20T04:30:00Z,18671.5,18672,18667.5,18669,326
2024-05-20T04:45:00Z,18669,18672.25,18668.25,18671.5,294
2024-05-20T05:00:00Z,18671.5,18676,18670,18674,737
2024-05-20T05:15:00Z,18674.5,18677.75,18673,18675,398
2024-05-20T05:30:00Z,18674.75,18678.75,18672,18676,548
2024-05-20T05:45:00Z,18675.25,18677.5,18674,18677.25,371
2024-05-20T06:00:00Z,18676.75,18676.75,18664.5,18671.25,1160
2024-05-20T06:15:00Z,18672,18673.5,18662,18667,870
2024-05-20T06:30:00Z,18667,18674.25,18665.25,18672.5,641
2024-05-20T06:45:00Z,18672,18673.25,18665,18665,815
2024-05-20T07:00:00Z,18665.25,18667,18657.25,18664.5,1637
2024-05-20T07:15:00Z,18664.75,18668.75,18659.75,18665,1157
2024-05-20T07:30:00Z,18664.25,18665.75,18654.75,18664.75,1230
2024-05-20T07:45:00Z,18664.25,18666.75,18659.75,18661.75,726
2024-05-20T08:00:00Z,18661,18670.25,18658.75,18667.25,1642
2024-05-20T08:15:00Z,18667.5,18670.5,18664.25,18667.25,877
2024-05-20T08:30:00Z,18667,18667,18654.5,18656,1024
2024-05-20T08:45:00Z,18655.75,18664,18655.25,18661.25,738
2024-05-20T09:00:00Z,18661,18662.5,18653.75,18661.25,795
2024-05-20T09:15:00Z,18661.5,18661.75,18655.75,18660.75,510
2024-05-20T09:30:00Z,18661.25,18669.75,18660.5,18667,1006
2024-05-20T09:45:00Z,18666.5,18672,18665.5,18670.75,868
2024-05-20T10:00:00Z,18670.75,18674.5,18667.75,18671.25,1083
2024-05-20T10:15:00Z,18670.75,18671,18666,18667.5,569
2024-05-20T10:30:00Z,18667.5,18673.25,18665,18673.25,642
2024-05-20T10:45:00Z,18673.25,18678.5,18671.75,18676.5,1010
2024-05-20T11:00:00Z,18677,18681.25,18668.75,18670,1267
2024-05-20T11:15:00Z,18670.5,18684,18670,18681.75,1179
2024-05-20T11:30:00Z,18682,18689.5,18681.5,18682.5,2299
2024-05-20T11:45:00Z,18682.5,18684.25,18678.75,18682,1354
2024-05-20T12:00:00Z,18682.25,18684.5,18677.75,18682.5,1741
2024-05-20T12:15:00Z,18682.5,18687.5,18670.75,18672,2418
2024-05-20T12:30:00Z,18672.25,18672.25,18644,18648,4767
2024-05-20T12:45:00Z,18648,18660,18643.25,18648.75,3769
2024-05-20T13:00:00Z,18649,18654.25,18643.75,18651.75,2533
2024-05-20T13:15:00Z,18652,18655.75,18637.25,18643.5,5003
2024-05-20T13:30:00Z,18643.5,18711,18635.25,18706,41838
2024-05-20T13:45:00Z,18706.25,18753.75,18696.5,18749.5,33471
2024-05-20T14:00:00Z,18749.75,18754,18731.75,18739.5,18563
2024-05-20T14:15:00Z,18740,18758.5,18733.25,18752.75,16104
2024-05-20T14:30:00Z,18752.25,18762.5,18744,18755.75,11988
2024-05-20T14:45:00Z,18756,18772,18735.25,18743.5,16030
2024-05-20T15:00:00Z,18743.75,18748.5,18735.5,18740,9139
2024-05-20T15:15:00Z,18740.25,18755,18729.5,18752.5,11925
2024-05-20T15:30:00Z,18752.75,18762.5,18737.25,18742.25,12043
2024-05-20T15:45:00Z,18742.5,18745.25,18731.75,18742,9893
2024-05-20T16:00:00Z,18742,18757.25,18741.75,18745.75,9998
2024-05-20T16:15:00Z,18746,18756,18741.25,18746.5,7628
2024-05-20T16:30:00Z,18746.25,18779.75,18744,18777.5,12350
2024-05-20T16:45:00Z,18777.75,18794.5,18768.25,18791.25,13653
2024-05-20T17:00:00Z,18791.25,18793.75,18779.75,18784.5,8790
2024-05-20T17:15:00Z,18784.5,18790,18742,18743.5,15657
2024-05-20T17:30:00Z,18744.25,18751.75,18735.5,18749.5,12988
2024-05-20T17:45:00Z,18749.5,18754,18737.25,18745.5,9863
2024-05-20T18:00:00Z,18745.75,18748.75,18707,18734.25,19099
2024-05-20T18:15:00Z,18734,18751,18722.5,18750,12349
2024-05-20T18:30:00Z,18750.25,18766.75,18749,18764.75,11871
2024-05-20T18:45:00Z,18764.5,18767.25,18748,18748.75,10149
2024-05-20T19:00:00Z,18748.75,18773,18743.25,18771.25,11824
2024-05-20T19:15:00Z,18771,18779.25,18764,18779,10275
2024-05-20T19:30:00Z,18778.75,18784,18755.25,18762,12930
2024-05-20T19:45:00Z,18762,18768.25,18740.75,18766.25,25991
2024-05-20T20:00:00Z,18766.25,18774.5,18738,18740.75,11947
2024-05-20T20:15:00Z,18740.75,18746,18738.5,18745.75,1116
2024-05-20T20:30:00Z,18745.25,18749.75,18744.5,18745.5,692
2024-05-20T20:45:00Z,18745.75,18748.5,18742,18745.25,932
2024-05-20T22:00:00Z,18746,18754.25,18742.5,18750,1061
2024-05-20T22:15:00Z,18749.75,18751.25,18743.25,18745.5,478
2024-05-20T22:30:00Z,18746,18747.25,18744,18745,352
2024-05-20T22:45:00Z,18744.75,18746.75,18743,18746,321
2024-05-20T23:00:00Z,18745.5,18749.25,18743.5,18748.5,364
2024-05-20T23:15:00Z,18749,18750.25,18747,18747.25,212
2024-05-20T23:30:00Z,18747.5,18749.5,18745.5,18746.5,249
2024-05-20T23:45:00Z,18747,18752.5,18746.75,18751.75,532
2024-05-21T00:00:00Z,18751.5,18756.25,18748,18752,647
2024-05-21T00:15:00Z,18752,18754.25,18750,18750.75,302
2024-05-21T00:30:00Z,18751,18759.5,18750.5,18757.5,577
2024-05-21T00:45:00Z,18757.5,18757.5,18754.25,18756.5,315
2024-05-21T01:00:00Z,18756,18756.75,18751.5,18754,446
2024-05-21T01:15:00Z,18753.75,18756.25,18748.5,18749.75,451
2024-05-21T01:30:00Z,18750,18754,18741,18751.25,1040
2024-05-21T01:45:00Z,18751.75,18752.5,18741.25,18744.25,645
2024-05-21T02:00:00Z,18743.5,18748.75,18742.75,18747,676
2024-05-21T02:15:00Z,18747.75,18754.5,18744,18753,862
2024-05-21T02:30:00Z,18752.75,18754.25,18745.75,18749.75,396
2024-05-21T02:45:00Z,18749,18749.5,18747,18749.5,271
2024-05-21T03:00:00Z,18749.25,18752.75,18748.25,18750.5,538
2024-05-21T03:15:00Z,18750.25,18752.5,18748.25,18752.25,279
2024-05-21T03:30:00Z,18752.25,18752.75,18748.25,18749.25,286
2024-05-21T03:45:00Z,18748.75,18752.25,18748,18751.25,189
2024-05-21T04:00:00Z,18751.25,18753.25,18750.25,18752.5,202
2024-05-21T04:15:00Z,18752.25,18754.75,18751.5,18752.5,220
2024-05-21T04:30:00Z,18753,18755.75,18752.25,18754.5,245
2024-05-21T04:45:00Z,18754.25,18754.25,18752.25,18753.75,171
2024-05-21T05:00:00Z,18753.5,18756.75,18751.75,18754.75,374
2024-05-21T05:15:00Z,18754.25,18755,18751.25,18753,216
2024-05-21T05:30:00Z,18753.25,18754,18749.75,18751.75,258
2024-05-21T05:45:00Z,18751.75,18753.5,18745.25,18748,425
2024-05-21T06:00:00Z,18748,18754.25,18747,18752,603
2024-05-21T06:15:00Z,18752.5,18753.25,18748,18750.25,281
2024-05-21T06:30:00Z,18749.5,18751.75,18747.25,18748.75,313
2024-05-21T06:45:00Z,18748.25,18750,18743,18744.75,729
2024-05-21T07:00:00Z,18745,18749.5,18741.75,18748.5,1232
2024-05-21T07:15:00Z,18748.5,18760,18746.5,18754.5,1589
2024-05-21T07:30:00Z,18754.75,18760,18750,18758.75,1039
2024-05-21T07:45:00Z,18758,18763.25,18754.5,18755,973
2024-05-21T08:00:00Z,18754.5,18755.25,18745,18747,1307
2024-05-21T08:15:00Z,18746.75,18748.75,18740.25,18741.75,1185
2024-05-21T08:30:00Z,18742,18744.25,18738.25,18739.5,1378
2024-05-21T08:45:00Z,18739,18744.5,18736,18741.75,1159
2024-05-21T09:00:00Z,18741.75,18746,18734.5,18741.75,1416
2024-05-21T09:15:00Z,18741.5,18741.5,18732.5,18733.5,1061
2024-05-21T09:30:00Z,18733.5,18736.25,18729,18734.5,1244
2024-05-21T09:45:00Z,18734.75,18738.75,18733.75,18736.25,797
2024-05-21T10:00:00Z,18736.75,18745,18736.75,18743.75,1278
2024-05-21T10:15:00Z,18743.5,18748.5,18743,18746.5,855
2024-05-21T10:30:00Z,18746.25,18750.75,18744,18750.25,874
2024-05-21T10:45:00Z,18750.25,18753.75,18746.5,18752.75,1450
2024-05-21T11:00:00Z,18753,18760,18748.75,18755.75,2231
2024-05-21T11:15:00Z,18755.5,18759,18749,18755.25,1551
2024-05-21T11:30:00Z,18754.5,18757.5,18749,18752.25,1533
2024-05-21T11:45:00Z,18752,18754.5,18748.75,18750.5,1183
2024-05-21T12:00:00Z,18751.25,18758,18740,18742.5,3404
2024-05-21T12:15:00Z,18742.25,18744.25,18731,18732,2353
2024-05-21T12:30:00Z,18731.25,18734.25,18717.25,18718.75,5155
2024-05-21T12:45:00Z,18718.5,18729.5,18715.5,18717.5,4050
2024-05-21T13:00:00Z,18718.25,18720.5,18697.25,18704.25,13285
2024-05-21T13:15:00Z,18704,18708,18680.5,18686,11364
2024-05-21T13:30:00Z,18686,18714,18678,18703.75,42324
2024-05-21T13:45:00Z,18703.5,18719.75,18680.75,18707.75,28438
2024-05-21T14:00:00Z,18707.75,18724.75,18701.75,18714.25,18455
2024-05-21T14:15:00Z,18714,18731.5,18710.25,18730.75,13543
2024-05-21T14:30:00Z,18730.75,18758.75,18727.25,18741.5,21450
2024-05-21T14:45:00Z,18741.75,18755.75,18737.25,18755,12663
2024-05-21T15:00:00Z,18754.75,18761.5,18745.25,18749,11840
2024-05-21T15:15:00Z,18749,18763.5,18747,18753.5,10017
2024-05-21T15:30:00Z,18753.75,18755,18740.25,18749.75,9649
2024-05-21T15:45:00Z,18749.5,18752,18731.5,18745,8645
2024-05-21T16:00:00Z,18745,18767.25,18739.25,18763.25,9808
2024-05-21T16:15:00Z,18762.75,18771.75,18756,18764.5,8621
2024-05-21T16:30:00Z,18764.5,18766.75,18747.25,18751,7016
2024-05-21T16:45:00Z,18750.75,18757,18738.25,18747,7991
2024-05-21T17:00:00Z,18747,18756,18734,18743.5,9673
2024-05-21T17:15:00Z,18743,18759.75,18739,18757,7411
2024-05-21T17:30:00Z,18757.5,18769.75,18754.5,18765.25,9620
2024-05-21T17:45:00Z,18765.25,18775.75,18761.25,18775.75,8329
2024-05-21T18:00:00Z,18775.75,18781,18765.25,18770.75,8351
2024-05-21T18:15:00Z,18771.25,18774.25,18755.25,18757,6951
2024-05-21T18:30:00Z,18756.75,18768.25,18756.25,18759.5,7739
2024-05-21T18:45:00Z,18758.75,18770.5,18757.25,18769.5,6359
2024-05-21T19:00:00Z,18769.5,18783.25,18764,18779.5,9031
2024-05-21T19:15:00Z,18779.75,18785.75,18766.5,18774,8923
2024-05-21T19:30:00Z,18774,18797.75,18772.25,18784.25,13627
2024-05-21T19:45:00Z,18784.5,18808.75,18778,18800.75,23288
2024-05-21T20:00:00Z,18800.5,18807.5,18793.5,18799.25,7993
